Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,6680,-24.8,0
active,6349,-25.5,0
active,6632,-23.5,0
active,6489,-24,0
active,7083,-23.8,0
active,6371,-22.6,0
active,6808,-22.4,0
active,6868,-25.2,0
active,6592,-26.5,0
active,6408,-24,0
active,7075,-26,0
active,6869,-28.2,1
active,6620,-25.3,0
active,6425,-22.9,0
active,6624,-26.1,0
active,6628,-28.2,1
active,6249,-24.1,0
active,6540,-27.9,1
active,6447,-26.7,0
active,6371,-25.6,0
active,6401,-23.2,0
active,6498,-18.7,0
active,6688,-26,0
active,6616,-24.4,0
active,5318,-24.9,0
active,5008,-25,0
active,4869,-27.6,1
active,5024,-28.2,1
active,5234,-24.3,0
active,5126,-22.3,0
active,5144,-25.3,0
active,5348,-29.2,1
active,5220,-23,0
active,5051,-22.2,0
active,5052,-22.5,0
active,5076,-25.2,0
active,5159,-22.4,0
active,5395,-26.7,0
active,4820,-25.2,0
active,4676,-27.9,1
active,4432,-23.1,0
active,4877,-27.6,1
active,5391,-25,0
active,4901,-23.6,0
active,5375,-29.2,1
active,4724,-27.2,0
active,5078,-23.3,0
active,5675,-27.6,1
active,4662,-27.4,1
active,5102,-27.6,1
active,5119,-25,0
active,4430,-25.3,0
active,1786,-25.8,0
active,1960,-25.8,0
active,471,-21.9,0
active,1162,-17.3,0
active,305,-23.5,0
active,1030,-22.1,0
active,1615,-25.6,0
active,382,-23.9,0
active,457,-18.7,0
active,1639,-25,0
active,434,-25.2,0
active,1173,-18.8,0
active,1175,-21.1,0
active,206,-19.1,0
active,294,-27.2,0
active,308,-19.9,0
active,407,-21.3,0
active,1618,-23,0
active,286,-30.9,1
active,501,-19.7,0
active,1585,-25.3,0
active,623,-22.8,0
active,759,-20.5,0
active,594,-25.8,0
active,1740,-20.9,0
active,1786,-20.9,0
active,2355,-19.3,0
active,2119,-26.7,0
active,2077,-24.8,0
active,1690,-24.5,0
active,1754,-26.9,0
active,870,-23,0
active,794,-24.6,0
active,586,-27.4,1
active,2059,-22,0
active,605,-21.3,0
active,2378,-23,0
active,548,-21.3,0
active,2082,-24.1,0
active,521,-19.5,0
active,634,-21,0
active,1377,-19.9,0
active,3260,-23,0
active,3159,-22.2,0
active,3339,-25,0
active,1385,-18.7,0
active,3353,-24.3,0
active,3014,-23.9,0
active,2955,-23.4,0
active,1189,-19.6,0
active,2875,-21.9,0
active,1339,-26,0
active,1347,-22.8,0
active,1144,-27.4,1
active,1466,-22.9,0
active,3392,-28.5,1
active,2956,-21.3,0
active,1116,-19.4,0
active,1149,-24.6,0
active,3399,-26.5,0
active,2963,-22.7,0
active,3340,-25.2,0
active,2300,-21.6,0
active,1708,-20.8,0
active,2445,-24.5,0
active,2695,-25,0
active,1904,-23.8,0
active,1902,-24.9,0
active,1982,-27.6,1
active,2360,-21,0
active,2704,-20.9,0
active,2527,-24.8,0
active,2607,-22.3,0
active,1950,-24.9,0
active,2386,-24,0
active,2257,-25.6,0
active,2355,-20.1,0
active,2342,-23.2,0
active,2748,-22.2,0
active,2400,-24.5,0
active,4215,-22.1,0
active,2554,-26.7,0
active,4233,-26,0
active,2768,-19.3,0
active,2595,-21.4,0
active,2619,-18.9,0
active,4543,-28.5,1
active,4028,-20.1,0
active,4583,-22.8,0
active,2487,-23.8,0
active,2422,-31.5,1
active,4530,-22.1,0
active,4119,-26.1,0
active,4215,-24.5,0
active,2613,-21.1,0
active,2508,-27.2,0
active,4439,-18.8,0
active,4499,-20.8,0
active,4088,-28.2,1
active,4168,-21.6,0
active,3980,-25.2,0
active,4146,-24.6,0
active,3027,-23.3,0
active,3110,-26.5,0
active,2951,-27.2,0
active,2788,-21.5,0
active,3773,-23,0
active,3324,-22.9,0
active,2896,-21.3,0
active,4093,-23.7,0
active,3021,-23.2,0
active,2726,-27.9,1
active,3243,-23.5,0
active,2925,-23.8,0
active,4144,-27.4,1
active,3762,-23.4,0
active,3198,-30.9,1
active,2747,-22.9,0
active,3309,-21.1,0
active,2834,-22.7,0
active,3740,-24.9,0
active,4021,-20.9,0
active,3825,-25.8,0
active,3189,-28.5,1
active,4151,-26.7,0
active,4186,-23.1,0
active,3807,-20.8,0
active,4103,-27.2,0
active,2700,-26.1,0
active,2552,-21.3,0
active,2586,-26.9,0
active,3690,-27.2,0
active,3005,-24.5,0
active,3982,-22.4,0
active,3717,-22.2,0
active,2516,-24.5,0
active,2452,-23.2,0
active,2430,-27.2,0
active,4505,-26,0
active,3804,-21.1,0
active,3745,-26.7,0
active,3808,-26.5,0
active,3777,-26.9,0
active,4508,-25,0
active,2710,-30.9,1
active,2505,-25.2,0
active,2443,-27.2,0
active,2366,-22,0
active,4066,-25.5,0
active,4545,-25.8,0
active,2788,-25.8,0
active,2497,-26.7,0
active,2466,-22.6,0
active,2450,-25.5,0
active,4039,-29.9,1
active,2035,-30.9,1
active,802,-29.2,1
active,1395,-24.9,0
active,757,-24.9,0
active,1988,-24.5,0
active,774,-25.5,0
active,681,-22.5,0
active,743,-27.2,0
active,1186,-22.9,0
active,1327,-20.1,0
active,1952,-23.3,0
active,2045,-22.5,0
active,2111,-27.9,1
active,1247,-23.8,0
active,1066,-32.2,1
active,801,-28.2,1
active,1391,-25.8,0
active,1030,-31.5,1
active,1473,-26.1,0
active,1253,-24.4,0
active,1398,-25.2,0
active,2006,-24.8,0
active,1393,-23.8,0
active,1971,-24.9,0
active,2035,-23.7,0
active,2034,-26.3,0
active,1153,-26.5,0
active,1379,-26.3,0
active,1355,-23.1,0
active,1361,-25.3,0
active,1301,-23.1,0
active,2528,-21.4,0
active,3912,-22.3,0
active,2530,-24.1,0
active,3951,-24.9,0
active,2596,-20.7,0
active,3338,-21.4,0
active,2868,-23.1,0
active,2998,-22.3,0
active,3237,-24.3,0
active,2688,-22.6,0
active,3341,-24.3,0
active,2469,-22.2,0
active,3966,-22.3,0
active,2781,-25.8,0
active,2449,-23.9,0
active,2581,-25.2,0
active,2390,-22.9,0
active,2887,-23.3,0
active,3544,-29.5,1
active,2548,-28.5,1
active,3883,-22,0
active,3552,-26.1,0
active,2791,-23.9,0
active,2827,-22.4,0
active,3441,-28.8,1
active,3306,-29.9,1
active,3999,-24.3,0
active,3718,-24.6,0
active,3363,-23.9,0
active,4005,-24.6,0
active,4412,-24.8,0
active,3842,-24.9,0
active,3911,-22,0
active,2887,-24.4,0
active,2908,-24.8,0
active,3800,-23.5,0
active,3524,-26.7,0
active,2104,-26.7,0
active,2205,-21.2,0
active,4064,-26.1,0
active,4329,-23.3,0
active,3175,-24.4,0
active,1802,-22,0
active,2095,-22,0
active,2222,-25.3,0
active,1771,-27.2,0
active,3702,-25.8,0
active,1845,-25,0
active,3438,-25.6,0
active,2616,-27.2,0
active,2618,-22.3,0
active,1579,-30.4,1
active,2616,-22.6,0
active,2614,-23,0
active,3671,-22.2,0
active,3633,-22.3,0
active,1785,-29.9,1
active,3446,-22.5,0
active,3497,-26.9,0
active,3434,-22,0
active,3051,-21,0
active,3122,-24.6,0
active,2734,-20.9,0
active,2707,-25.5,0
active,2594,-22.4,0
active,2592,-23.9,0
active,2774,-22.5,0
active,2987,-23.7,0
active,2570,-29.9,1
active,2533,-23.1,0
active,3005,-24.6,0
active,4585,-22.8,0
active,3334,-15.8,0
active,2692,-22.5,0
active,2549,-22.9,0
active,2746,-24.4,0
active,2599,-20.5,0
active,4492,-30.9,1
active,3445,-20.4,0
active,3447,-20.6,0
active,4458,-24.1,0
active,4409,-22.8,0
active,6068,-24.5,0
active,5050,-23.5,0
active,4912,-24.6,0
active,4777,-23.7,0
active,4822,-26.3,0
active,5824,-24,0
active,4837,-22.5,0
active,5008,-24.6,0
active,5915,-22.8,0
active,4863,-19.5,0
active,4833,-24.6,0
active,5854,-25.2,0
active,4850,-26.9,0
active,5885,-21.7,0
active,6017,-23,0
active,4784,-23.3,0
active,5054,-26.3,0
active,4733,-21.3,0
active,5843,-22.8,0
active,4901,-24.8,0
active,4729,-27.2,0
active,5845,-22.7,0
active,5815,-24.8,0
active,5872,-22.7,0
active,6068,-26.3,0
active,5791,-25.5,0
active,4735,-28.5,1
active,4732,-28.2,1
active,6462,-26.1,0
active,6336,-25.8,0
active,5330,-21.9,0
active,6415,-25,0
active,6528,-30.9,1
active,6428,-23.3,0
active,6295,-27.9,1
active,5118,-22.5,0
active,6278,-24.5,0
active,5280,-25.2,0
active,6649,-25,0
active,5077,-20.2,0
active,5031,-21.6,0
active,6199,-27.4,1
active,5089,-23,0
active,6170,-24.4,0
active,5146,-22.9,0
active,5984,-21.1,0
active,6137,-28.5,1
active,4583,-26.1,0
active,6494,-25.5,0
active,5340,-22.8,0
active,4760,-23.4,0
active,4985,-25.8,0
active,4937,-24,0
active,6023,-22.7,0
active,6023,-22.2,0
active,5246,-19,0
active,5577,-23.8,0
active,5911,-25.2,0
active,5384,-23.3,0
active,6005,-32.2,1
active,6656,-25.6,0
active,5821,-27.4,1
active,5859,-25.2,0
active,5156,-23.2,0
active,5460,-28.2,1
active,5879,-26.5,0
active,5782,-25.8,0
active,6368,-29.5,1
active,6310,-24.8,0
active,6149,-26,0
active,6843,-27.9,1
active,4867,-26.1,0
active,4867,-26.7,0
active,5740,-27.2,0
active,5860,-26.9,0
active,5717,-27.2,0
active,6069,-29.5,1
active,5822,-28.8,1
active,5934,-27.6,1
active,4568,-25.6,0
active,6850,-23.2,0
active,7047,-28.5,1
active,5969,-25.2,0
active,4515,-25.2,0
active,8453,-24.8,0
active,6513,-28.2,1
active,5511,-29.5,1
active,6796,-27.2,0
active,5549,-24.9,0
active,5828,-27.9,1
active,5168,-26.9,0
active,5833,-24.8,0
active,4922,-26.3,0
active,4716,-25.8,0
active,4178,-22.5,0
active,4457,-23.6,0
active,4048,-26.5,0
active,4360,-26.1,0
active,5534,-28.8,1
active,5334,-27.9,1
active,4208,-25.6,0
active,3897,-24.8,0
active,4381,-32.2,1
active,4000,-29.9,1
active,4394,-22,0
active,4416,-26.3,0
active,4085,-22.3,0
active,4502,-26.9,0
active,4045,-28.5,1
active,4372,-29.5,1
active,4138,-27.2,0
active,4486,-29.9,1
active,4620,-27.9,1
active,4160,-24.4,0
active,4554,-27.9,1
active,4202,-24.8,0
active,4638,-28.8,1
active,4519,-28.2,1
active,4391,-26.3,0
active,4670,-27.6,1
active,4379,-25.8,0
active,865,-23.9,0
active,728,-25,0
active,941,-23,0
active,774,-21.4,0
active,746,-17.3,0
active,880,-23.5,0
active,880,-20.5,0
active,652,-17.8,0
active,3050,-23,0
active,2873,-22,0
active,3275,-28.5,1
active,3321,-24.9,0
active,3413,-22.4,0
active,2647,-24.5,0
active,2499,-22.5,0
active,2513,-24.6,0
active,2103,-22.3,0
active,2059,-24.1,0
active,2564,-23.8,0
active,2216,-24.9,0
active,2558,-25.5,0
active,2516,-22.3,0
active,4117,-23,0
active,4038,-24.3,0
active,4104,-22.5,0
active,4311,-24.1,0
active,4058,-25.2,0
active,4369,-22.3,0
active,4642,-22.8,0
active,4806,-20.5,0
active,4154,-23.7,0
active,3148,-14.5,0
active,3214,-20.5,0
active,3217,-23,0
active,3156,-20.2,0
active,3380,-19.6,0
active,3797,-22.2,0
active,3146,-20.9,0
active,3241,-24,0
active,5282,-24.6,0
active,5452,-20.9,0
active,5144,-23.9,0
active,5378,-21.7,0
active,5207,-22.1,0
active,5262,-28.2,1
active,5272,-27.6,1
active,5120,-23.4,0
active,5301,-23.1,0
active,5215,-23.1,0
active,5093,-26.1,0
active,5241,-22.6,0
active,5147,-25.5,0
active,5130,-20.9,0
active,5260,-23.7,0
active,5188,-26,0
active,5261,-26.9,0
active,5174,-23.9,0
active,5185,-20.7,0
active,4795,-24,0
active,5099,-20.7,0
active,5237,-14.9,0
active,5387,-19.9,0
active,5170,-20,0
active,5791,-25.2,0
active,5695,-29.9,1
active,6127,-23.3,0
active,5428,-24,0
active,5705,-23.2,0
active,5743,-25.6,0
active,5850,-24.9,0
active,5704,-27.9,1
active,5757,-24.6,0
active,5732,-24.8,0
active,6122,-26.1,0
active,5872,-23.5,0
active,5747,-23.9,0
active,5828,-20.9,0
active,5376,-23.2,0
active,5764,-27.4,1
active,5703,-25.8,0
active,5308,-21.2,0
active,5782,-23.1,0
active,5317,-23.5,0
active,5321,-26.3,0
active,5323,-22.2,0
active,5348,-23.8,0
active,5431,-23.6,0
active,5701,-22.4,0
active,5600,-24,0
active,5834,-24.2,0
active,5895,-27.2,0
active,5466,-23.5,0
active,5581,-23.5,0
active,5304,-26.7,0
active,5474,-25.5,0
active,5406,-29.2,1
active,5346,-27.4,1
active,5904,-24.8,0
active,5446,-23.9,0
active,5583,-25.2,0
active,5492,-24.3,0
active,5739,-20.5,0
active,5567,-27.9,1
active,5494,-23.9,0
active,5469,-19.5,0
active,5389,-24,0
active,5576,-21.9,0
active,2896,-18.1,0
active,4049,-22.7,0
active,4215,-20.1,0
active,2218,-19.6,0
active,3915,-28.2,1
active,2957,-20.9,0
active,2764,-24.1,0
active,3586,-20.5,0
active,2788,-17.3,0
active,2966,-19.5,0
active,2384,-21,0
active,3975,-21.2,0
active,2716,-18.1,0
active,2401,-19.9,0
active,2934,-19.5,0
active,3708,-18.4,0
active,2986,-24.3,0
active,2994,-25.5,0
active,2879,-22.9,0
active,3132,-24.4,0
active,2329,-20,0
active,2438,-27.9,1
active,2863,-27.9,1
active,2404,-18.6,0
active,2255,-21.5,0
active,3173,-26,0
active,3247,-23.2,0
active,2244,-22.2,0
active,3101,-25.2,0
active,2942,-28.8,1
active,3242,-17.5,0
active,3082,-27.6,1
active,2304,-20.4,0
active,3375,-23.3,0
active,2913,-29.9,1
active,2400,-23.3,0
active,2299,-20.7,0
active,3701,-22.2,0
active,3477,-20.9,0
active,3193,-25.3,0
active,3151,-28.8,1
active,3565,-21.1,0
active,3649,-21.6,0
active,3026,-23.7,0
active,2753,-29.5,1
active,2663,-21.6,0
active,2983,-24.3,0
active,4578,-26.7,0
active,2684,-19.2,0
active,3147,-27.9,1
active,2658,-23.5,0
active,3259,-25,0
active,4712,-23.9,0
active,3800,-23.7,0
active,3175,-23.9,0
active,3767,-23.9,0
active,4681,-22.8,0
active,4187,-23,0
active,4506,-21.4,0
active,4411,-24.9,0
active,2954,-22.9,0
active,4209,-25,0
active,3305,-21.6,0
active,4266,-20.5,0
active,2655,-27.4,1
active,3134,-28.5,1
active,3523,-20,0
active,3821,-27.2,0
active,2317,-19.5,0
active,3777,-30.9,1
active,2471,-20.3,0
active,2694,-23,0
active,3355,-23.4,0
active,3378,-25.5,0
active,3970,-26.1,0
active,2666,-21.4,0
active,3638,-21.4,0
active,3925,-26.3,0
active,3960,-28.8,1
active,3936,-27.2,0
active,2665,-26.1,0
active,3498,-23,0
active,3952,-25.3,0
active,3418,-23,0
active,3760,-24.9,0
active,2825,-21.1,0
active,4261,-25.2,0
active,4152,-23.2,0
active,4178,-25.6,0
active,4259,-26.3,0
active,2793,-23.4,0
active,4140,-24,0
active,3309,-23.9,0
active,4165,-29.5,1
active,4386,-28.5,1
active,2651,-20,0
active,2263,-22.9,0
active,2678,-18.5,0
active,2642,-21.7,0
active,3929,-23.5,0
active,3291,-24.4,0
active,4040,-26.7,0
active,3556,-21.9,0
active,3419,-24.3,0
active,3327,-25.3,0
active,4258,-24.4,0
active,4332,-29.5,1
active,4107,-26.9,0
active,4222,-26.1,0
active,3449,-26.5,0
active,3564,-21.9,0
active,2492,-20.6,0
active,3468,-19.5,0
active,2588,-19.5,0
active,2602,-18.9,0
active,2359,-19.3,0
active,2701,-22.2,0
active,2623,-18.2,0
active,3193,-20.9,0
active,2347,-21.4,0
active,2756,-21.8,0
active,3362,-18.6,0
active,2765,-21.8,0
active,2883,-25.3,0
active,2038,-19.8,0
active,2747,-21.4,0
active,1808,-27.6,1
active,2714,-25.2,0
active,1956,-18.6,0
active,2716,-25.5,0
active,2243,-21,0
active,2026,-21.7,0
active,2090,-17.7,0
active,2165,-27.4,1
active,2213,-20.2,0
active,1850,-18.8,0
active,2728,-23.2,0
active,2542,-28.2,1
active,2865,-25.3,0
active,2083,-16.7,0
active,2134,-20.6,0
active,2198,-24.3,0
active,2458,-24.8,0
active,2564,-26.3,0
active,2130,-25.6,0
active,2606,-20.9,0
active,3461,-26.7,0
active,2099,-24.5,0
active,2685,-30.9,1
active,2688,-30.9,1
active,2774,-25.5,0
active,3300,-27.9,1
active,2595,-19.3,0
active,2065,-26.1,0
active,2028,-29.9,1
active,2907,-21.1,0
active,2923,-26,0
active,3351,-23.9,0
active,3275,-25.5,0
active,2734,-24.1,0
active,2925,-28.2,1
active,2526,-27.4,1
active,3226,-28.2,1
active,2043,-28.5,1
active,2838,-22.6,0
active,2532,-24.6,0
active,3221,-26.3,0
active,3254,-26.7,0
active,2430,-24.3,0
active,2075,-28.2,1
active,2508,-23.6,0
active,2423,-26.3,0
active,2356,-26.3,0
active,2347,-24.8,0
active,2967,-25.6,0
active,2937,-26,0
active,2984,-25.6,0
active,2252,-28.8,1
active,2640,-24.5,0
active,2335,-25.2,0
active,2055,-27.2,0
active,2579,-25.2,0
active,2243,-23.3,0
active,2672,-22.8,0
active,2359,-27.2,0
active,2547,-25.5,0
active,1950,-23.7,0
active,2851,-26.1,0
active,2651,-24.1,0
active,2856,-24.8,0
active,2672,-24.5,0
active,2749,-31.5,1
active,2527,-21.5,0
active,2868,-25.8,0
active,3052,-23.4,0
active,2567,-22.5,0
active,3296,-26.1,0
active,2530,-21.6,0
active,2632,-26,0
active,2334,-22.5,0
active,2584,-25.5,0
active,2465,-20.8,0
active,2627,-26.7,0
active,2584,-23.8,0
active,2580,-21.5,0
active,2646,-27.2,0
active,3107,-21.3,0
active,2602,-24,0
active,3106,-25.8,0
active,3551,-25.8,0
active,3304,-23.8,0
active,2476,-27.6,1
active,2872,-23.4,0
active,3306,-20.2,0
active,3834,-25.8,0
active,2963,-21.5,0
active,3759,-26.7,0
active,3240,-23.1,0
active,3821,-26.7,0
active,3699,-24.8,0
active,3231,-21,0
active,3701,-22.5,0
active,3906,-25.6,0
active,2950,-27.6,1
active,3066,-20.6,0
active,3886,-27.4,1
active,2789,-20.1,0
active,3739,-28.5,1
active,3830,-28.5,1
active,3891,-27.2,0
active,3681,-26,0
active,3735,-26.1,0
active,2932,-21,0
active,3264,-22.8,0
active,3416,-26.3,0
active,3182,-20.6,0
active,3936,-20.6,0
active,3081,-20.9,0
active,3670,-23.6,0
active,3186,-10,0
active,3901,-20.5,0
active,2999,-23,0
active,3931,-20.6,0
active,3458,-24.4,0
active,3847,-25.6,0
active,3503,-26.1,0
active,3434,-28.8,1
active,3390,-23.7,0
active,3344,-23.4,0
active,3643,-25,0
active,3379,-24.3,0
active,3929,-24.6,0
active,3260,-26.5,0
active,3423,-27.6,1
active,3889,-27.4,1
active,3713,-25.8,0
active,3884,-24.4,0
active,3575,-25,0
active,3838,-27.2,0
active,3652,-27.6,1
active,3237,-25.6,0
active,3096,-27.2,0
active,2984,-23.6,0
active,2988,-25.8,0
active,2796,-24.4,0
active,3113,-24.4,0
active,3057,-26.1,0
active,2038,-18.7,0
active,1630,-29.2,1
active,1791,-30.4,1
active,1882,-25,0
active,1835,-27.2,0
active,1771,-27.4,1
active,1665,-26.7,0
active,2047,-21.8,0
active,1819,-27.4,1
active,2090,-23,0
active,2237,-26.7,0
active,2047,-26.1,0
active,2032,-26.7,0
active,1926,-22.3,0
active,1374,-25.5,0
active,1516,-24.9,0
active,1310,-22.6,0
active,1758,-28.5,1
active,2202,-21.4,0
active,1743,-28.2,1
active,1319,-23,0
active,1709,-25.3,0
active,1897,-27.2,0
active,1531,-22.9,0
active,2301,-18.9,0
active,2093,-28.2,1
active,2116,-19.5,0
active,1958,-30.4,1
active,1393,-23.6,0
active,1888,-27.6,1
active,3822,-20,0
active,3818,-19.9,0
active,3414,-19.7,0
active,3908,-23,0
active,3685,-23,0
active,3839,-25.5,0
active,1768,-21.9,0
active,1438,-25.3,0
active,1263,-19.7,0
active,1331,-25.3,0
active,1939,-23.1,0
active,1557,-23.2,0
active,1636,-19.9,0
active,1922,-24.9,0
active,2054,-20.2,0
active,2209,-23.4,0
active,2410,-21.7,0
active,2094,-21.1,0
active,2407,-23.4,0
active,2175,-20.8,0
active,2234,-20.3,0
active,2461,-25.5,0
active,2339,-26.1,0
active,2095,-27.2,0
active,2091,-21.1,0
active,2243,-23.6,0
active,1561,-24.6,0
active,2239,-18.6,0
active,3145,-26.7,0
active,2964,-28.8,1
active,3094,-26.3,0
active,3095,-28.8,1
active,3483,-27.4,1
active,3114,-28.5,1
active,3184,-28.5,1
active,3041,-28.5,1
active,3344,-27.6,1
active,2955,-26.5,0
active,3029,-26,0
active,3265,-27.9,1
active,3437,-29.2,1
active,3218,-30.4,1
active,2129,-25.6,0
active,2787,-29.2,1
active,1462,-21.2,0
active,3464,-21.5,0
active,2857,-21.5,0
active,2448,-27.6,1
active,1760,-24.6,0
active,2115,-23.9,0
active,2725,-26.1,0
active,3222,-24.2,0
active,2249,-25.2,0
active,2094,-24.1,0
active,2327,-24.2,0
active,2475,-23,0
active,3328,-21.4,0
active,2275,-29.9,1
active,1500,-22.3,0
active,2265,-26.9,0
active,2659,-22.6,0
active,2266,-21,0
active,2198,-24.4,0
active,1410,-21.9,0
active,2290,-25,0
active,2876,-26.3,0
active,3401,-24.6,0
active,2545,-26.7,0
active,2060,-26.9,0
active,2182,-26.7,0
active,1629,-22.5,0
active,3564,-23.2,0
active,3390,-24.3,0
active,2560,-22.7,0
active,2484,-29.5,1
active,2570,-23.1,0
active,2593,-24.3,0
active,3140,-25,0
active,3610,-24.4,0
active,3027,-24.4,0
active,1921,-23.2,0
active,2923,-24.5,0
active,3089,-26.5,0
active,3576,-26.9,0
active,3158,-26,0
active,3224,-26.1,0
active,1784,-22.3,0
active,1823,-20.6,0
active,2683,-26.5,0
active,3428,-24.4,0
active,2420,-24.6,0
active,1610,-25.8,0
active,3003,-25.5,0
active,3367,-26.5,0
active,2436,-26.7,0
active,2347,-24.6,0
active,1826,-20.9,0
active,2533,-26.1,0
active,1747,-24.9,0
active,4561,-23.8,0
active,3000,-26.9,0
active,3230,-22.4,0
active,4492,-23.7,0
active,3202,-20.9,0
active,4408,-25.8,0
active,2683,-29.9,1
active,3225,-28.8,1
active,3229,-20.2,0
active,2199,-23.5,0
active,2225,-27.2,0
active,2823,-25.3,0
active,3071,-29.2,1
active,2956,-27.2,0
active,4611,-21.3,0
active,3573,-27.2,0
active,3297,-26.7,0
active,4295,-22.4,0
active,3312,-23.2,0
active,3260,-24.4,0
active,3106,-23.4,0
active,2869,-26,0
active,3155,-23.2,0
active,3031,-24.4,0
active,2800,-24.5,0
active,4495,-30.9,1
active,2875,-28.2,1
active,2844,-26.5,0
active,3189,-24.1,0
active,3312,-23.7,0
active,2325,-25.5,0
active,2282,-25.5,0
active,3030,-24.8,0
active,3082,-24.8,0
active,2958,-25.3,0
active,4642,-20.4,0
active,3060,-19.1,0
active,4405,-24.8,0
active,4456,-27.6,1
active,4713,-23.9,0
active,1879,-24.4,0
active,2557,-23.9,0
active,3290,-20.7,0
active,3086,-26.9,0
active,4478,-22.4,0
active,3217,-23.8,0
active,3154,-24.2,0
active,2253,-23.9,0
active,3767,-24.9,0
active,2432,-27.6,1
active,3421,-25.2,0
active,3453,-22.9,0
active,1687,-17.3,0
active,3513,-23.8,0
active,1647,-22.6,0
active,2874,-23,0
active,3377,-21.8,0
active,2196,-20.8,0
active,3330,-21.8,0
active,2893,-23.5,0
active,3319,-23,0
active,2929,-25,0
active,3428,-23.7,0
active,3617,-25.3,0
active,2349,-29.5,1
active,2269,-25.6,0
active,2338,-22.3,0
active,3524,-24.8,0
active,2929,-23.6,0
active,3829,-23.1,0
active,3577,-25.6,0
active,2514,-24.3,0
active,2430,-22,0
active,3314,-24.6,0
active,1683,-24.8,0
active,2249,-23.4,0
active,2185,-22.3,0
active,3003,-24.8,0
active,2960,-26.1,0
active,2229,-24.4,0
active,3622,-25.8,0
active,3705,-22.8,0
active,3347,-26,0
active,1800,-19.8,0
active,2300,-24.5,0
active,3553,-27.4,1
active,6081,-31.5,1
active,4446,-26.3,0
active,3565,-26.1,0
active,4543,-17.2,0
active,5022,-25.3,0
active,3595,-26.7,0
active,3632,-27.6,1
active,3550,-28.5,1
active,3846,-27.2,0
active,4887,-25.8,0
active,4505,-26.5,0
active,3827,-23.6,0
active,4526,-26.7,0
active,5018,-28.2,1
active,4334,-24.9,0
active,3768,-28.8,1
active,4756,-32.2,1
active,5213,-25,0
active,3556,-25.6,0
active,3644,-26.5,0
active,5896,-24.2,0
active,5180,-21.5,0
active,3652,-26,0
active,3605,-25.2,0
active,4503,-26.9,0
active,4320,-25.5,0
active,3837,-25.3,0
active,5641,-28.2,1
active,5233,-24.8,0
active,5938,-29.9,1
active,4068,-26.7,0
active,5344,-23.3,0
active,4615,-27.9,1
active,5532,-27.4,1
active,4742,-26.7,0
active,4622,-24.9,0
active,5896,-23,0
active,3884,-25.5,0
active,3894,-22.3,0
active,4290,-25.5,0
active,4828,-26.1,0
active,4706,-25.6,0
active,3859,-26.1,0
active,3945,-24.1,0
active,5206,-23.5,0
active,6037,-24.6,0
active,3783,-22.5,0
active,4734,-26,0
active,6097,-26.5,0
active,4624,-25.3,0
active,4004,-25.6,0
active,4069,-27.2,0
active,4280,-25.6,0
active,4312,-23.9,0
active,4141,-25.3,0
active,4766,-27.6,1
active,4110,-22.7,0
active,4538,-25.2,0
active,4525,-22.4,0
active,4415,-20.9,0
active,4884,-23.9,0
active,5628,-24.8,0
active,5692,-22.7,0
active,5749,-21,0
active,4165,-23.2,0
active,4276,-28.2,1
active,4264,-22.6,0
active,4762,-24.3,0
active,4839,-23.2,0
active,5735,-23.7,0
active,4262,-26.9,0
active,4737,-26.5,0
active,4725,-23.2,0
active,4087,-20.7,0
active,5787,-24.8,0
active,5604,-27.6,1
active,5762,-25.5,0
active,5603,-21.6,0
active,4148,-28.2,1
active,5725,-21.8,0
active,4679,-23.4,0
active,4685,-23.9,0
active,5524,-23.1,0
active,4564,-25,0
active,5605,-25,0
active,5500,-23.5,0
active,4250,-25.6,0
active,4326,-25.8,0
active,4345,-27.6,1
active,3871,-25,0
active,4104,-23.3,0
active,3752,-26.9,0
active,3779,-26.7,0
active,3912,-24.5,0
active,4548,-29.2,1
active,3974,-26.9,0
active,4254,-27.2,0
active,3770,-25.3,0
active,3766,-27.2,0
active,3990,-26.9,0
active,4180,-26.7,0
active,4510,-29.2,1
active,3920,-26,0
active,4120,-24.4,0
active,4245,-31.5,1
active,3985,-25.2,0
active,3810,-25.2,0
active,4092,-26.1,0
active,4518,-26.1,0
active,4173,-27.2,0
active,4969,-24.9,0
active,4750,-26.9,0
active,4713,-28.2,1
active,3782,-28.5,1
active,4271,-29.5,1
active,4769,-23.1,0
active,3948,-24.4,0
active,2852,-25.2,0
active,3147,-28.5,1
active,2798,-24.8,0
active,3180,-26.9,0
active,2981,-27.2,0
active,3065,-26.5,0
active,3038,-28.5,1
active,2722,-25.2,0
active,2162,-22.5,0
active,2291,-24.2,0
active,2827,-26.5,0
active,3017,-29.2,1
active,3010,-25.3,0
active,2995,-25.2,0
active,3211,-25.6,0
active,3120,-24.9,0
active,2860,-23.3,0
active,2987,-27.6,1
active,3132,-24.8,0
active,3648,-26.5,0
active,3780,-24.9,0
active,2999,-23,0
active,3936,-25.5,0
active,1792,-24.9,0
active,1800,-24.8,0
active,3147,-25.2,0
active,1804,-27.9,1
active,3223,-22.4,0
active,2455,-24.2,0
active,2565,-24.9,0
active,2513,-21.4,0
active,1834,-23.8,0
active,3322,-23.5,0
active,2532,-21.8,0
active,2477,-21.4,0
active,3201,-23.9,0
active,1907,-26.3,0
