Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,3028,-22.1,0
active,2406,-26.1,0
active,1729,-22,0
active,2965,-31.5,1
active,2541,-29.9,1
active,2222,-33.9,1
active,2302,-27.4,1
active,1830,-21.1,0
active,2821,-25.5,0
active,2038,-23.2,0
active,1832,-22.4,0
active,2283,-25.2,0
active,2120,-22.9,0
active,1957,-24.3,0
active,1723,-27.6,1
active,757,-18.9,0
active,755,-23,0
active,1782,-21.9,0
active,1680,-20.6,0
active,1927,-20.1,0
active,1869,-20,0
active,853,-29.2,1
active,2516,-22.2,0
active,1738,-24.3,0
active,1263,-24.3,0
active,2147,-21,0
active,1231,-24.4,0
active,1890,-22.6,0
active,2223,-21.3,0
active,1680,-22.8,0
active,1746,-28.5,1
active,581,-17.3,0
active,1907,-28.2,1
active,1680,-23.1,0
active,1561,-18.5,0
active,1734,-25.3,0
active,1613,-23.4,0
active,2082,-26.5,0
active,1658,-22.9,0
active,2290,-23.6,0
active,2548,-23.8,0
active,2515,-24.8,0
active,2477,-23,0
active,2355,-21.7,0
active,2477,-28.5,1
active,2206,-24.3,0
active,4934,-25.2,0
active,4149,-23.7,0
active,3665,-23.7,0
active,4068,-25.3,0
active,4007,-23.1,0
active,4027,-21.8,0
active,3944,-26.3,0
active,4173,-32.2,1
active,3584,-24.4,0
active,3932,-22.7,0
active,3692,-27.6,1
active,3592,-23.5,0
active,4279,-28.8,1
active,4453,-25.8,0
active,3789,-28.2,1
active,3737,-22.5,0
active,4011,-26,0
active,5576,-25.3,0
active,4021,-25.3,0
active,3862,-26.5,0
active,4150,-25,0
active,4063,-28.5,1
active,4218,-22.1,0
active,4173,-28.8,1
active,3820,-30.4,1
active,4174,-23.3,0
active,4707,-24.5,0
active,5602,-25.5,0
active,4203,-25.3,0
active,5395,-25.6,0
active,5417,-27.2,0
active,4106,-23.7,0
active,3589,-21.4,0
active,5385,-25,0
active,5567,-25.8,0
active,3581,-23.1,0
active,5270,-23.4,0
active,5801,-25.2,0
active,4639,-21.4,0
active,5251,-29.2,1
active,5557,-27.9,1
active,4215,-26.1,0
active,5262,-33,1
active,5860,-24.8,0
active,4885,-26,0
active,4392,-23.5,0
active,4403,-20.3,0
active,4504,-20.3,0
active,5714,-26.7,0
active,4251,-24,0
active,4356,-23.9,0
active,5555,-22.2,0
active,5535,-22.1,0
active,5529,-28.2,1
active,5099,-23.7,0
active,4559,-24.8,0
active,5653,-23.4,0
active,4466,-24.1,0
active,5409,-22.2,0
active,4648,-26.7,0
active,4518,-21.8,0
active,5610,-21.2,0
active,4311,-22.3,0
active,5186,-24.4,0
active,5671,-28.2,1
active,5112,-30.4,1
active,5313,-33,1
active,4539,-24,0
active,5518,-20.8,0
active,4471,-21.8,0
active,5495,-24.6,0
active,5651,-28.2,1
active,5084,-31.5,1
active,4784,-23.5,0
active,5562,-24.4,0
active,4247,-24.3,0
active,5610,-23.4,0
active,4368,-25.2,0
active,4862,-25.6,0
active,5057,-26.7,0
active,4276,-26.5,0
active,4134,-23.6,0
active,4625,-24,0
active,4554,-22.7,0
active,4537,-21.7,0
active,4771,-26.7,0
active,5067,-29.9,1
active,6066,-26.7,0
active,5947,-30.4,1
active,5773,-27.9,1
active,5809,-25.8,0
active,5551,-28.2,1
active,6593,-30.4,1
active,4703,-29.9,1
active,6158,-27.2,0
active,6227,-29.9,1
active,6115,-28.2,1
active,6122,-33,1
active,5842,-27.9,1
active,6145,-25.2,0
active,6151,-28.5,1
active,6186,-25.2,0
active,5450,-29.9,1
active,5940,-35.2,1
active,5973,-24.2,0
active,6079,-30.9,1
active,4778,-25.6,0
active,6079,-24.9,0
active,6129,-25.8,0
active,6145,-29.2,1
active,6133,-29.9,1
active,5929,-28.8,1
active,5513,-26.1,0
active,6355,-27.2,0
active,4849,-33,1
active,5692,-21.1,0
active,5644,-21,0
active,5440,-24,0
active,5611,-20,0
active,4653,-25.2,0
active,5418,-22.6,0
active,5783,-22,0
active,5646,-20.5,0
active,5538,-20.5,0
active,5741,-20.2,0
active,5081,-21.9,0
active,5725,-20.7,0
active,5454,-24.8,0
active,6087,-22.4,0
active,4707,-24.2,0
active,5670,-23.6,0
active,5604,-19.3,0
active,5748,-20,0
active,4350,-29.5,1
active,4024,-23.5,0
active,4227,-26.9,0
active,5507,-23,0
active,5466,-23.4,0
active,5613,-27.6,1
active,5596,-28.8,1
active,5865,-30.9,1
active,5902,-25.5,0
active,5613,-24.6,0
active,1685,-21.3,0
active,1246,-17.4,0
active,1269,-22.8,0
active,1587,-18.2,0
active,2938,-25.6,0
active,1546,-17.9,0
active,1396,-22.2,0
active,1382,-18.9,0
active,1320,-17.9,0
active,2368,-17.2,0
active,2511,-23.3,0
active,2886,-18.8,0
active,1482,-22.7,0
active,2375,-23.7,0
active,1349,-21,0
active,2843,-26.7,0
active,2556,-22.2,0
active,2445,-21.7,0
active,1336,-9.1,0
active,1187,-18.5,0
active,2998,-17.4,0
active,2543,-18.2,0
active,2593,-22.6,0
active,2819,-22.9,0
active,2212,-21,0
active,1396,-23.1,0
active,1417,-22.1,0
active,3227,-25.2,0
active,1459,-20.9,0
active,2291,-19.9,0
active,2927,-25,0
active,3635,-22.7,0
active,2848,-22.2,0
active,1414,-27.6,1
active,1408,-20.9,0
active,3000,-23.3,0
active,1314,-22.2,0
active,3565,-22.1,0
active,3127,-21,0
active,3007,-24.4,0
active,3118,-23.9,0
active,3149,-21.9,0
active,1300,-25.8,0
active,2341,-25.6,0
active,1407,-24,0
active,2239,-24.3,0
active,3698,-21,0
active,2354,-24.1,0
active,3728,-23,0
active,2191,-23.8,0
active,2422,-22.1,0
active,1350,-20.1,0
active,2456,-26.1,0
active,2274,-29.2,1
active,2236,-20.1,0
active,2610,-20.5,0
active,2143,-25.2,0
active,2490,-23.8,0
active,3245,-25.2,0
active,2193,-19.1,0
active,2059,-23.2,0
active,3259,-21.8,0
active,3216,-19.3,0
active,2129,-17.3,0
active,2944,-19.5,0
active,3198,-21,0
active,1886,-26.1,0
active,1736,-29.5,1
active,2063,-25.6,0
active,2961,-19.6,0
active,3072,-29.2,1
active,2094,-22.5,0
active,2035,-26,0
active,3215,-25.3,0
active,2642,-19.4,0
active,2981,-18.9,0
active,1838,-17.5,0
active,1885,-23.9,0
active,2632,-25.2,0
active,2210,-20.2,0
active,2133,-18.6,0
active,3205,-20.9,0
active,1920,-18.6,0
active,2533,-20.3,0
active,2989,-19.6,0
active,3008,-21.9,0
active,3051,-26,0
active,2825,-22.7,0
active,2292,-18,0
active,3009,-20.2,0
active,2314,-21.4,0
active,3478,-25.5,0
active,3067,-18.2,0
active,2480,-21.2,0
active,1994,-23.6,0
active,2437,-19.8,0
active,2807,-23.3,0
active,2735,-25.8,0
active,3141,-23.2,0
active,2346,-18.4,0
active,2406,-20.1,0
active,3132,-23.8,0
active,2365,-24.8,0
active,3936,-29.5,1
active,3554,-29.5,1
active,2707,-18,0
active,2728,-23.8,0
active,2577,-19.3,0
active,2234,-25.2,0
active,3123,-21.6,0
active,2681,-23.1,0
active,2374,-21.4,0
active,3331,-23.6,0
active,2345,-30.4,1
active,2180,-19.2,0
active,2487,-29.2,1
active,2045,-23.1,0
active,1569,-28.5,1
active,2592,-22,0
active,2168,-21.6,0
active,1976,-19.1,0
active,2581,-22.9,0
active,1672,-24.9,0
active,2021,-18.7,0
active,1450,-23.9,0
active,1533,-19.7,0
active,1681,-28.5,1
active,1969,-25.5,0
active,2106,-21.1,0
active,1581,-22.1,0
active,2554,-18.3,0
active,2247,-25.6,0
active,1521,-23.5,0
active,2726,-22.5,0
active,2582,-22,0
active,2057,-22.2,0
active,2440,-17.6,0
active,2558,-25.2,0
active,4835,-25,0
active,5929,-22.6,0
active,5798,-25.5,0
active,4969,-28.2,1
active,4922,-23.7,0
active,5426,-23.5,0
active,5563,-27.9,1
active,5856,-29.5,1
active,4447,-29.2,1
active,4738,-18.9,0
active,4782,-22,0
active,4773,-19.2,0
active,5474,-24.9,0
active,4380,-21.9,0
active,4687,-19.2,0
active,4746,-21,0
active,4762,-40,1
active,4497,-27.2,0
active,4946,-20.3,0
active,4803,-20.7,0
active,4509,-25.3,0
active,4606,-21.6,0
active,4867,-30.4,1
active,4911,-25.8,0
active,4374,-25.8,0
active,4842,-20.4,0
active,4340,-26.7,0
active,5059,-25,0
active,4684,-23.1,0
active,4164,-23,0
active,4648,-20.6,0
active,4908,-20.1,0
active,5154,-26.9,0
active,5179,-25.3,0
active,2135,-20.6,0
active,2020,-24.5,0
active,2103,-27.6,1
active,5058,-26.9,0
active,4956,-21.7,0
active,4615,-22.1,0
active,5169,-26.1,0
active,4372,-20.5,0
active,5264,-22.4,0
active,4826,-24,0
active,4901,-25.8,0
active,4297,-26.3,0
active,5545,-28.5,1
active,5651,-27.4,1
active,4987,-25.6,0
active,5497,-26.5,0
active,5240,-28.5,1
active,5419,-29.5,1
active,5133,-26.3,0
active,5560,-22.7,0
active,5502,-26,0
active,4935,-27.4,1
active,5087,-27.6,1
active,5318,-20.8,0
active,5386,-22.8,0
active,4507,-24.3,0
active,4682,-26.5,0
active,4963,-24.9,0
active,5054,-29.2,1
active,4699,-21,0
active,4927,-23.4,0
active,5653,-29.2,1
active,5479,-26.3,0
active,5515,-28.8,1
active,4791,-23,0
active,4317,-21.3,0
active,1569,-26,0
active,1699,-23.5,0
active,1738,-26.7,0
active,1577,-24.8,0
active,1318,-22.9,0
active,869,-24,0
active,3329,-28.8,1
active,1543,-23.2,0
active,1477,-21.3,0
active,1801,-24.5,0
active,3096,-25,0
active,2864,-29.1,1
active,2916,-27.9,1
active,1773,-26.9,0
active,1744,-24.9,0
active,1873,-22,0
active,2911,-29.2,1
active,1869,-22.3,0
active,3057,-26.5,0
active,1144,-24.6,0
active,1710,-25.6,0
active,1142,-24.2,0
active,1424,-26.3,0
active,1049,-23.1,0
active,2998,-26.5,0
active,3695,-33,1
active,4168,-30.9,1
active,3756,-27.4,1
active,3784,-24.6,0
active,5644,-31.5,1
active,5273,-25.2,0
active,5872,-27.2,0
active,3918,-25.8,0
active,3918,-25.8,0
active,5748,-28.5,1
active,3905,-25.8,0
active,5674,-25.3,0
active,5584,-24.5,0
active,5510,-26.9,0
active,5554,-28.5,1
active,3632,-24.6,0
active,3761,-27.6,1
active,5820,-25.6,0
active,5587,-22.4,0
active,5279,-23.2,0
active,3588,-25.2,0
active,5845,-27.2,0
active,6373,-24.6,0
active,6241,-25.2,0
active,6203,-28.8,1
active,6266,-28.2,1
active,6146,-31.5,1
active,6468,-26.9,0
active,6089,-25.6,0
active,6160,-24,0
active,6115,-26.7,0
active,6480,-30.4,1
active,6347,-25.6,0
active,6049,-25.8,0
active,6208,-29.5,1
active,5597,-26.5,0
active,6171,-27.9,1
active,6174,-26.3,0
active,5792,-27.9,1
active,5777,-28.2,1
active,5657,-26.7,0
active,6107,-23.3,0
active,5520,-28.8,1
active,5639,-25.2,0
active,5538,-29.5,1
active,5534,-27.9,1
active,5589,-28.2,1
active,5560,-25.5,0
active,5542,-25.5,0
active,5569,-30.9,1
active,5536,-23.5,0
active,5626,-26.9,0
active,5637,-25.3,0
active,1706,-24.5,0
active,1456,-21.7,0
active,1330,-26,0
active,2358,-26.3,0
active,2451,-25.8,0
active,2453,-21.6,0
active,3550,-24.8,0
active,3797,-20.4,0
active,2508,-23.6,0
active,8005,-25.8,0
active,8041,-26,0
active,10928,-24.8,0
active,11112,-26.1,0
active,11064,-25,0
active,10910,-23.6,0
active,8283,-25.3,0
active,10811,-24.2,0
active,7683,-25.3,0
active,10987,-29.9,1
active,11082,-26.9,0
active,10799,-24.6,0
active,7040,-22.3,0
active,6928,-24,0
active,6950,-21.6,0
active,6920,-24.3,0
active,1691,-19.8,0
active,1894,-22.7,0
active,1809,-26.3,0
active,1757,-23.5,0
active,3343,-27.6,1
active,3228,-26.5,0
active,1710,-26.5,0
active,1685,-23.8,0
active,1987,-18.7,0
active,3034,-25.2,0
active,1388,-20.6,0
active,2095,-22.9,0
active,2112,-26.7,0
active,1477,-23.4,0
active,1417,-23.8,0
active,2303,-22.4,0
active,1480,-18.2,0
active,1669,-24.4,0
active,1988,-18.3,0
active,1352,-29.2,1
active,1622,-20.4,0
active,1590,-19.2,0
active,1983,-30.9,1
active,1965,-22,0
active,2059,-18.6,0
active,1416,-19.5,0
active,1553,-17.5,0
active,1345,-18.7,0
active,2027,-21.7,0
active,1823,-19.6,0
active,1600,-19,0
active,1800,-22.9,0
active,1626,-18.2,0
active,1194,-19.3,0
active,1840,-26.5,0
active,2084,-23.6,0
active,1493,-18.3,0
active,2074,-20.7,0
active,2004,-19.2,0
active,2130,-23.8,0
active,2000,-19.6,0
active,1940,-20.8,0
active,1974,-26,0
active,1834,-20.6,0
active,1889,-21.4,0
active,1856,-21.7,0
active,2168,-20.1,0
active,2061,-20.8,0
active,1551,-18.4,0
active,1844,-19,0
active,1924,-25.3,0
active,1863,-20.4,0
active,1587,-21.3,0
active,1646,-21.6,0
active,1517,-19.9,0
active,1023,-19.8,0
active,1245,-19.6,0
active,1154,-23.5,0
active,1229,-23.6,0
active,704,-21.8,0
active,1055,-17.9,0
active,1241,-21,0
active,794,-20,0
active,1061,-19.7,0
active,1016,-19.4,0
active,1415,-24,0
active,1311,-22,0
active,910,-16.9,0
active,915,-32.2,1
active,1770,-22.2,0
active,1579,-22.3,0
active,1162,-26.1,0
active,1548,-21.4,0
active,1605,-19.6,0
active,944,-18.9,0
active,1258,-20.6,0
active,503,-18.7,0
active,822,-23.7,0
active,590,-23.1,0
active,817,-28.2,1
active,1147,-20.9,0
active,1567,-26.7,0
active,784,-17.7,0
active,817,-19.8,0
active,1383,-22.5,0
active,562,-18.5,0
active,1535,-21.3,0
active,1645,-13.4,0
active,1218,-19.3,0
active,1173,-27.4,1
active,817,-19.1,0
active,1146,-19.5,0
active,1103,-20.1,0
active,1828,-25,0
active,1355,-20.1,0
active,1356,-17.4,0
active,1483,-18.2,0
active,1840,-26.1,0
active,1504,-18.8,0
active,1884,-21,0
active,1411,-18.2,0
active,1146,-22.2,0
active,1160,-26.5,0
active,1102,-21.6,0
active,1575,-18.2,0
active,1769,-25.6,0
active,1839,-22.5,0
active,1720,-21.2,0
active,1776,-24.5,0
active,1764,-20.6,0
active,801,-26.3,0
active,1590,-19.2,0
active,785,-19.7,0
active,1409,-18.9,0
active,1714,-17,0
active,1754,-26.3,0
active,2335,-18.8,0
active,1421,-26.3,0
active,2196,-23.6,0
active,1885,-21.6,0
active,1940,-22.9,0
active,2282,-19.4,0
active,1976,-21.2,0
active,1913,-19.1,0
active,1968,-24.6,0
active,2110,-27.4,1
active,2077,-22.8,0
active,1707,-19.4,0
active,2052,-25.8,0
active,1403,-22.8,0
active,2130,-21,0
active,2412,-20.2,0
active,2183,-24.8,0
active,2368,-18.4,0
active,2431,-65.5,1
active,1983,-17.9,0
active,1819,-18.7,0
active,1795,-19.9,0
active,1290,-18.7,0
active,1553,-24.2,0
active,1383,-23.5,0
active,2032,-19.8,0
active,1316,-19.2,0
active,992,-19,0
active,1305,-30.9,1
active,1309,-32.2,1
active,1245,-24,0
active,1190,-23.9,0
active,1397,-16.6,0
active,1193,-17.3,0
active,735,-16.5,0
active,1167,-19.2,0
active,946,-16.6,0
active,1075,-20.7,0
active,1155,-22.1,0
active,896,-19,0
active,623,-17.9,0
active,786,-23.7,0
active,760,-18.8,0
active,895,-19.5,0
active,766,-18.3,0
active,899,-22.3,0
active,788,-21.1,0
active,872,-19.4,0
active,907,-21.1,0
active,1046,-20.7,0
active,894,-20.8,0
active,754,-21.8,0
active,964,-20.6,0
active,875,-19.9,0
active,1100,-19.2,0
active,1068,-20.7,0
active,1076,-18.5,0
active,1155,-19.7,0
active,839,-19.4,0
active,969,-17.5,0
active,859,-20.8,0
active,813,-19,0
active,1185,-18.6,0
active,987,-22,0
active,993,-29.5,1
active,983,-19.2,0
active,833,-18.1,0
active,791,-20.8,0
active,1468,-17.6,0
active,1255,-19.3,0
active,1365,-19.9,0
active,1454,-32.2,1
active,1426,-17.8,0
active,1600,-22.6,0
active,1523,-18.2,0
active,1457,-28.8,1
active,797,-16,0
active,1441,-17.5,0
active,1074,-20.3,0
active,1486,-18.7,0
active,1405,-18,0
active,1058,-18,0
active,1486,-19,0
active,1265,-22,0
active,997,-20.4,0
active,1551,-17.4,0
active,1428,-16.6,0
active,1135,-17.4,0
active,1257,-18.1,0
active,1437,-33,1
active,1642,-20.2,0
active,1472,-19.3,0
active,1167,-21.4,0
active,1646,-22.9,0
active,1427,-19.5,0
active,1266,-29.2,1
active,1094,-22.7,0
active,1329,-22,0
active,1271,-21.6,0
active,1291,-20.3,0
active,1074,-17.9,0
active,1120,-22.9,0
active,1571,-19.9,0
active,1801,-20.7,0
active,1150,-16.1,0
active,1372,-25,0
active,1211,-25.2,0
active,1458,-19.9,0
active,1567,-18.3,0
active,1122,-20.2,0
active,1517,-17.2,0
active,1834,-21,0
active,1449,-22.2,0
active,1209,-18.8,0
active,1400,-20.9,0
active,1190,-18,0
active,1353,-20.4,0
active,1397,-30.4,1
active,1852,-20.8,0
active,973,-20.1,0
active,1406,-22.1,0
active,981,-16.4,0
active,1060,-16.3,0
active,1208,-20.6,0
active,1177,-18.6,0
active,1072,-19.3,0
active,1000,-22.7,0
active,1372,-16.6,0
active,2049,-19.7,0
active,1302,-17.2,0
active,2007,-18.1,0
active,1926,-20,0
active,1956,-19.7,0
active,1075,-16.5,0
active,1894,-30.4,1
active,1709,-25.2,0
active,1927,-23.5,0
active,977,-20.5,0
active,2017,-20.3,0
active,1765,-17.8,0
active,1511,-16.2,0
active,1889,-21.7,0
active,1363,-19.1,0
active,1250,-15.3,0
active,2297,-25.6,0
active,2269,-17.8,0
active,1857,-21.1,0
active,1745,-22,0
active,1730,-21.3,0
active,2026,-19.3,0
active,1909,-23.9,0
active,1719,-23.7,0
active,1762,-19,0
active,1810,-26.7,0
active,2136,-35.2,1
active,1531,-21.2,0
active,1514,-21.4,0
active,1525,-19.4,0
active,1513,-22.8,0
active,1679,-17.6,0
active,1782,-17.4,0
active,1546,-26.7,0
active,2112,-20.4,0
active,1575,-20.8,0
active,1825,-20.8,0
active,1486,-22.5,0
active,1667,-21,0
active,1599,-20.6,0
active,1514,-21,0
active,1682,-20.2,0
active,1641,-22,0
active,1603,-22.3,0
active,1556,-20.7,0
active,1832,-22.6,0
active,1602,-23,0
active,1584,-21.6,0
active,1517,-29.9,1
active,1500,-22.6,0
active,1803,-21.5,0
active,1203,-20,0
active,1663,-22.8,0
active,1724,-20,0
active,1215,-25.6,0
active,1741,-19.2,0
active,1472,-20,0
active,1715,-22.5,0
active,1858,-25.2,0
active,1432,-23.2,0
active,1788,-20.2,0
active,1655,-18.8,0
active,1855,-23.1,0
active,1704,-19.7,0
active,1743,-23.2,0
active,1215,-26.9,0
active,1709,-23.7,0
active,1277,-18.9,0
active,434,-24.5,0
active,1233,-23.5,0
active,1152,-21.2,0
active,1123,-18.4,0
active,1128,-23.2,0
active,515,-21.8,0
active,485,-18.5,0
active,415,-18.7,0
active,359,-20.2,0
active,987,-19.3,0
active,1680,-27.4,1
active,1341,-29.2,1
active,1676,-28.8,1
active,1222,-17.6,0
active,1807,-16.3,0
active,1177,-18.6,0
active,1373,-20.3,0
active,824,-27.2,0
active,612,-19.1,0
active,448,-23,0
active,991,-22.8,0
active,1232,-20.5,0
active,891,-19.9,0
active,1051,-29.2,1
active,991,-18.9,0
active,565,-21.3,0
active,606,-21.2,0
active,1392,-21.4,0
active,1163,-18.8,0
active,1345,-22.3,0
active,1140,-19.6,0
active,1502,-21.1,0
active,1218,-18.6,0
active,990,-33,1
active,1546,-19.2,0
active,1987,-25.5,0
active,1488,-23.1,0
active,1446,-17.5,0
active,1188,-19.4,0
active,1205,-14.8,0
active,1491,-28.8,1
active,1028,-25.2,0
active,1437,-17.9,0
active,2257,-18.4,0
active,2139,-19.5,0
active,2133,-20.9,0
active,2240,-23.3,0
active,2231,-19.9,0
active,2285,-20.6,0
active,2264,-20.4,0
active,1202,-29.2,1
active,2214,-25.6,0
active,2096,-22.8,0
active,1400,-21.9,0
active,1184,-21.6,0
active,793,-18.6,0
active,1505,-20.4,0
active,1417,-20,0
active,1440,-20.4,0
active,1129,-22.3,0
active,545,-17.9,0
active,1436,-25.6,0
active,1408,-20.6,0
active,884,-29.2,1
active,1409,-24.5,0
active,1180,-18.9,0
active,1422,-20,0
active,790,-21.1,0
active,1410,-22.8,0
active,1252,-29.5,1
active,1020,-20.3,0
active,901,-21.3,0
active,1053,-19.3,0
active,1027,-18.8,0
active,1590,-18.6,0
active,1369,-19.2,0
active,1410,-22.2,0
active,1421,-18.3,0
active,961,-17.9,0
active,1420,-28.8,1
active,778,-17.5,0
active,768,-16.8,0
active,643,-19.2,0
active,880,-18.2,0
active,632,-18.8,0
active,634,-20.4,0
active,930,-20.8,0
active,743,-17.5,0
active,732,-17.3,0
active,522,-16.9,0
active,544,-28.2,1
active,964,-15.1,0
active,549,-22.5,0
active,1022,-30.9,1
active,824,-23.8,0
active,757,-19.1,0
active,1034,-19.7,0
active,924,-18.2,0
active,1510,-20.5,0
active,1451,-17.1,0
active,1858,-24.5,0
active,1554,-21.7,0
active,1987,-23.2,0
active,1523,-19.4,0
active,1606,-22.1,0
active,730,-20.9,0
active,1088,-20.5,0
active,937,-21.1,0
active,1057,-12.2,0
active,1015,-22.5,0
active,1678,-23.1,0
active,680,-22.6,0
active,687,-16.9,0
active,703,-30.4,1
active,704,-19.7,0
active,720,-18.3,0
active,2182,-18.4,0
active,1948,-24.5,0
active,2310,-19.6,0
active,1983,-22.5,0
active,2206,-22.2,0
active,1529,-19.4,0
active,1494,-19.7,0
active,1722,-25.5,0
active,1569,-22.3,0
active,1412,-18.6,0
active,1456,-18.3,0
active,1893,-21.8,0
active,1835,-19.2,0
active,1880,-21.6,0
active,1910,-27.6,1
active,2853,-16.8,0
active,2881,-18.4,0
active,2169,-19.4,0
active,2953,-21,0
active,2567,-19.7,0
active,2043,-17.1,0
active,2157,-20.7,0
active,2684,-21.8,0
active,3372,-21.2,0
active,2202,-24.9,0
active,3123,-21,0
active,3080,-27.2,0
active,2493,-28.5,1
active,2407,-24,0
active,3172,-24.6,0
active,2270,-19.9,0
active,3223,-27.6,1
active,3128,-20.9,0
active,3337,-22.4,0
active,3562,-20.6,0
active,3107,-26.7,0
active,3213,-25.6,0
active,1879,-16.5,0
active,2531,-19.3,0
active,2662,-17.3,0
active,2676,-17.6,0
active,3351,-20.9,0
active,3283,-18.9,0
active,2977,-22.5,0
active,2234,-18.5,0
active,2735,-18.8,0
active,3396,-20,0
active,1936,-17.9,0
active,2293,-20.9,0
active,2343,-22,0
active,2348,-22.5,0
active,2025,-18,0
active,2007,-25,0
active,1957,-25.6,0
active,2041,-18.5,0
active,2234,-20.8,0
active,2326,-22.8,0
active,2360,-18.9,0
active,2640,-22,0
active,2607,-26.5,0
active,2055,-23,0
active,2710,-19.1,0
active,2438,-22.6,0
active,2012,-23.3,0
active,1934,-19,0
active,2685,-18.3,0
active,2790,-21.7,0
active,1893,-29.2,1
active,2763,-19,0
active,2154,-25.2,0
active,2074,-33,1
active,2708,-22.7,0
active,2685,-22.3,0
active,2672,-20.9,0
active,2679,-22.2,0
active,2550,-24.9,0
active,1916,-22.2,0
active,2733,-18.8,0
active,2343,-24.9,0
active,2647,-20,0
active,2700,-27.9,1
active,2716,-25.2,0
active,2692,-19.9,0
active,2682,-20.2,0
active,2697,-19.3,0
active,2320,-29.9,1
active,2371,-22.9,0
active,2684,-29.2,1
active,1896,-25,0
active,2415,-22.9,0
active,2680,-19.5,0
active,2657,-26,0
active,2181,-22.2,0
active,2548,-20.5,0
active,2718,-20.8,0
active,2144,-21.5,0
active,2133,-21.6,0
active,2572,-21.4,0
active,2577,-22.7,0
active,2698,-21.8,0
active,1804,-22.6,0
active,1699,-20.6,0
active,1829,-22.5,0
active,2202,-18.9,0
active,1749,-24.9,0
active,1861,-27.2,0
active,1818,-24.2,0
active,2202,-21.3,0
active,1806,-23.8,0
active,1803,-22.3,0
active,1817,-21.8,0
active,1731,-27.9,1
active,1771,-19.5,0
active,1819,-19.9,0
active,1013,-20.5,0
active,1831,-30.4,1
active,1673,-27.6,1
active,1515,-23.9,0
active,1109,-19.2,0
active,2152,-24.6,0
active,1436,-18.7,0
active,927,-18.6,0
active,1013,-26.3,0
active,2128,-21.7,0
active,1954,-21.5,0
active,1838,-22.1,0
active,1548,-23.6,0
active,1754,-26.5,0
active,3169,-18.4,0
active,1775,-22.9,0
active,1768,-17.5,0
active,1971,-23.6,0
active,1637,-18.3,0
active,1685,-24.5,0
active,1918,-24.6,0
active,1934,-21.9,0
active,3425,-28.5,1
active,3644,-26.1,0
active,3237,-24.5,0
active,3248,-24.8,0
active,3443,-23.6,0
active,3099,-23,0
active,3964,-27.2,0
active,6883,-22.1,0
active,6761,-18.1,0
active,6745,-21.8,0
active,6743,-24.4,0
active,6969,-25.2,0
active,6576,-23.8,0
active,7505,-25,0
active,7559,-22.9,0
active,6868,-21.4,0
active,6716,-21.3,0
active,6962,-27.2,0
active,6923,-25,0
active,6745,-22.9,0
active,6839,-24.4,0
active,7096,-22.3,0
active,6323,-20.5,0
active,6342,-14.8,0
active,6251,-19.2,0
active,6405,-20.3,0
active,6514,-21.7,0
active,6189,-18.5,0
active,6303,-26.3,0
active,6449,-20.1,0
active,2299,-23.4,0
active,4025,-26.9,0
active,4016,-21.8,0
active,4397,-25,0
active,4241,-21.8,0
active,4195,-23,0
active,3702,-27.2,0
active,2799,-25.5,0
active,4293,-31.5,1
active,4326,-24.6,0
active,3044,-24.2,0
active,3017,-29.2,1
active,4562,-21.3,0
active,2976,-22,0
active,2891,-23.4,0
active,3090,-22.8,0
active,2832,-21.7,0
active,4786,-27.6,1
active,4837,-26.1,0
active,4888,-30.9,1
active,4540,-28.5,1
active,4759,-25.8,0
active,4792,-26.9,0
active,4984,-26.9,0
active,2552,-22,0
active,2575,-20,0
active,2465,-18.3,0
active,2554,-23.5,0
active,2500,-21,0
active,2512,-23,0
active,2436,-19.3,0
active,2727,-20.5,0
active,2262,-21.8,0
active,2499,-25.5,0
active,2398,-22.4,0
active,2508,-20.8,0
active,2571,-19.9,0
active,1339,-17.2,0
active,1457,-31.5,1
active,1723,-20.5,0
active,1830,-18.9,0
active,1618,-20.2,0
active,1644,-20.4,0
active,1357,-22.5,0
active,1394,-26,0
active,1860,-17.4,0
active,1951,-19.3,0
active,3237,-27.2,0
active,1875,-16.7,0
active,3037,-22.8,0
active,3443,-21.8,0
active,3101,-20.5,0
active,2681,-23.1,0
active,2111,-19.9,0
active,2273,-23,0
active,3280,-23.3,0
active,2781,-20.7,0
active,3232,-26.3,0
active,1928,-24.9,0
active,3010,-24.5,0
active,3260,-24.2,0
active,965,-19,0
active,1063,-33,1
active,1346,-18.7,0
active,924,-26.5,0
active,967,-18.6,0
active,889,-17.8,0
active,1120,-20.8,0
active,964,-26.3,0
active,845,-20,0
active,939,-16.9,0
active,1480,-26.1,0
active,816,-31.5,1
active,1237,-19,0
active,1403,-21,0
active,972,-18.9,0
active,1074,-20.2,0
active,1392,-19.7,0
active,1634,-27.6,1
active,1771,-18.8,0
active,1024,-22.7,0
active,1740,-23.1,0
active,1755,-21.8,0
active,1041,-27.6,1
active,1567,-18.5,0
active,1835,-18.7,0
active,1715,-17.8,0
active,1741,-29.9,1
active,2028,-22.3,0
active,971,-18,0
active,1803,-20.2,0
active,1801,-18.2,0
active,1691,-25.3,0
active,1723,-17.9,0
active,1743,-19.7,0
active,1418,-18.9,0
active,1055,-18,0
active,1102,-19.7,0
active,1997,-20.3,0
active,1917,-25.6,0
